;title;text;label
130;Trump to nominate Quarles to be Fed's top banking regulator;WASHINGTON (Reuters) - U.S. President Donald Trump plans to nominate former Treasury official Randal Quarles to be the Federal Reserve’s top banking regulator, the White House said on Monday. If confirmed by the Senate, Quarles would be the first vice chair of supervision at the Fed, a role created after the 2008 financial crisis but never filled during the Obama administration. Quarles is viewed as an industry-friendly figure who will likely listen to banks that have complained about the impact of regulations implemented since the financial meltdown. His nomination has been widely expected since April. Former Fed Governor Daniel Tarullo effectively ran banking supervision until he stepped down in February, overseeing a strict implementation of the 2010 Dodd-Frank Wall Street reform law and administering rigorous “stress tests” annually to banks on how prepared they are to withstand unexpected shocks. Quarles currently runs a private investment firm that he founded, the Cynosure Group, from Salt Lake City, Utah. He was previously a partner at private equity firm the Carlyle Group. He was also under secretary for domestic finance at the Treasury under President George W. Bush and was the U.S. executive director of the International Monetary Fund. In an opinion piece in The Wall Street Journal in March 2016, Quarles and Lawrence Goodman, another former U.S. Treasury official, argued against breaking up big banks because it would risk damaging the wider economy. He has also talked about refining Obama-era financial rules, introduced after the financial crisis. Quarles will be a central figure in pushing the Trump administration’s plans to loosen the leash put on Wall Street banks following the crisis.  Trump laid out his plans last month but he needs officials at key regulatory posts to carry out his agenda. He has gradually been nominating heads of financial agencies, but only Treasury Secretary Steven Mnuchin and Securities and Exchange Commission Chairman Jay Clayton have been approved by Congress. Other agencies are either awaiting presidential picks or are operating under “acting” chiefs. Others have leaders appointed by Trump’s Democratic predecessor, President Barack Obama.;1
131; Trump COMPLETELY Destroys His Promise To End Corruption On Wall Street (VIDEO);Donald Trump has made many promises to the working class citizen. He promised he d side with them through it all and the he would make the working class thrive. Trump said he d make the middle class of America great and make our economy better than ever by destroying the corruption within the White House and Wall Street. Well, he was just telling everyone what they wanted to hear, and it was all a load of crap.Donald Trump is putting together his cabinet, and with every choice he makes we see that he never actually intended to make America greater for the middle class, just those who already have more money than they can spend. His cabinet consists of nothing but Wall Street millionaires who want nothing to do with the working class. Donald s choice of Steve Bannon as chief strategist, a man who has been tied to white nationalists, and his choice for secretary of labor, Andrew Puzder, who s worked against the working class for several years prove he cares nothing about the promises he made.The Democrats have put together a video that shows the 180 degree turn Trump s plan has taken:The people responsible for the Great Recession have a new home in the Trump administration: pic.twitter.com/nwNJTuGdtC  The Democrats (@TheDemocrats) December 20, 2016Surely, many American s have began to see how badly Trump is screwing them over, and feel remorseful about their vote. They are know figuring out what we ve been saying this entire election, Trump could never be trusted, he s only in it for himself, not for America.;0
132;Paul Ryan says confident tax reform will pass in 2017: Axios;WASHINGTON (Reuters) - Republicans will be able to push through tax reform by the end of this year even as they continue to debate whether or not a final plan will include a border adjustment tax, U.S. House Speaker Paul Ryan said an interview with Axios news outlet on Wednesday. Asked if he could envision a scenario where tax reform passes the House of Representative without including a border adjustment tax, Ryan said yes but added that internal negotiations are still ongoing. ;1
133; The Internet SAVAGES Trump After He Promotes Fox News Propaganda Again (TWEETS);"On Friday, Fox News reported that the intelligence official   one of twenty people who could possibly do so according to NSA Director Mike Rogers   who  unmasked  Trump associates with connections to Russia was  very high up. While it was never a secret that only high-ranking officials could make such a decision if they determined it was in the best interest of the country, this is apparently VERY BIG NEWS according to Donald Trump and his favorite propaganda outlet. Wow, @FoxNews just reporting big news. Source:  Official behind unmasking is high up. Known Intel official is responsible,  Trump tweeted during his traditional Saturday morning rant.  Some unmasked not associated with Russia. Trump team spied on before he was nominated.  If this is true, does not get much bigger. Would be sad for U.S. Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked .  Donald J. Trump (@realDonaldTrump) April 1, 2017..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.  Donald J. Trump (@realDonaldTrump) April 1, 2017Note that Trump said  some  of the people named were not associated with Russia. This, of course, serves as a tacit admission that members of his team were indeed involved with Putin.Naturally, Twitter was very excited about Trump s huge news:@realDonaldTrump @FoxNews Why are you telling Flynn to ask for immunity? Wouldn't that only be necessary if you KNEW he had something to hide?  William LeGate (@williamlegate) April 1, 2017@realDonaldTrump @FoxNews The ""failing New York Times"" is gonna nail your ass to the wall.And everyone knows it.#TrumpRussia#TheResistance pic.twitter.com/AC6DorlZQK  #TheResistance (@AynRandPaulRyan) April 1, 2017@realDonaldTrump @FoxNews Clearly a fake source pic.twitter.com/yEf51s4PuX  Jordan Uhl (@JordanUhl) April 1, 2017@realDonaldTrump Our so-called president is still getting all his intelligence information from Fox News. https://t.co/Yg4G5o6xS0  Charles Johnson (@Green_Footballs) April 1, 2017@realDonaldTrump @FoxNews Are you concerned with the leaker or the information being leaked? You seem overly worried about something you say is 'BIGLY FAKE'. pic.twitter.com/pWRpF96tPR  Rod Blackhurst (@rodblackhurst) April 1, 2017@realDonaldTrump @FoxNews pic.twitter.com/cRguRoccLk  Sean Carroll (@SCarrollTech) April 1, 2017@realDonaldTrump You're the saddest thing to happen to the U.S.  Austin Braun (@AustinOnSocial) April 1, 2017@realDonaldTrump It does get bigger.Collusion with Russia is bigger.Incidental data collection is nothing.  Jordan Uhl (@JordanUhl) April 1, 2017@realDonaldTrump Are you aware that you're the President of the United States, and control all the intelligence agencies?  Dom Knight (@domknight) April 1, 2017@realDonaldTrump If it is true, I'm sure it's because you are a threat to the nation and the previous administration was aware of that. Thanks Obama!  Bobby Tanglewood (@BobbyTanglewood) April 1, 2017Trump s recent Twitter tantrums seem to be connected to recent news that former foreign policy advisor Michael Flynn offered to testify before Congress in exchange for immunity   a sign of guilt according to both Trump and Flynn.What secrets does Trump have? Based on his actions, even speculation has not scratched the surface.Featured image via Getty Images (Pool)/screengrab";0
134; WATCH: Megyn Kelly OWNS Transphobic Texas Lt. Governor Over Bathroom Laws;The Obama Administration has told states around the nation in no uncertain terms that they will not be able to continue to discriminate against transgender students in schools. The language used by Attorney General Loretta Lynch regarding transgender rights was strong and left no room for debate. Of course, bigoted lawmakers around the country are scrambling for a reason to continue enshrining their hate for LGBT people into law, no matter what it takes. One such lawmaker is Texas Lieutenant Governor Dan Patrick.Patrick appeared on Fox News  The Kelly File and debated Megyn Kelly regarding the issue, and kept babbling on about supposed sexual predators dressing up like women to get access to little girls. Host Megyn Kelly cut his idiocy off at the knees, though, when Patrick kept repeating this tired talking point of bigots everywhere. Kelly said: A lot of sex offenders are men who molest men, little boys. Why do they need to sneak into the girls room? Patrick didn t address this point, but instead ranted on about men in a bathroom with his 8-year-old granddaughter. Kelly cut him off with this one as well, saying: But what if a man looks like a woman and she would never notice him? Patrick then went on to say, Megyn, you re missing the  but Kelly cut him off completely and ended the interview, saying, No, I don t think I m missing anything. Kudos to Megyn Kelly for owning this obvious anti-LGBT bigot. More people on Fox should follow suit.Watch the exchange below, via Raw Story:Featured image via video screen capture;0
135;Saudi Arabia swapping assets for freedom of some held in graft purge: sources;"BEIRUT/RIYADH (Reuters) - Saudi authorities are striking agreements with some of those detained in an anti-corruption crackdown, asking them to hand over assets and cash in return for their freedom, sources familiar with the matter said. The deals involve separating cash from assets like property and shares, and looking at bank accounts to assess cash values, one of the sources told Reuters. Dozens of princes, senior officials and businessmen, including cabinet ministers and billionaires, have been detained in the graft inquiry at least partly aimed at strengthening the power of Crown Prince Mohammed bin Salman. These include billionaire Prince Alwaleed bin Talal, one of the kingdom s most prominent businessmen. One businessman had tens of millions of Saudi riyals withdrawn from his account after he signed. In another case, a former senior official consented to hand over ownership of four billion riyals worth of shares, the source said.   The Saudi government earlier this week moved from freezing accounts to issuing instructions for  expropriation of unencumbered assets  or seizure of assets, said a second source familiar with the situation. There was no immediate comment from the Saudi government on the deals and the sources declined to be identified because these agreements are not public. Analysts said the deals may help end uncertainty about the anti-corruption crackdown but could have an impact on Saudi Arabia s risk perception among investors.   Eliminating uncertainty about what the Saudi authorities are going to do goes a long way toward giving the market comfort that the regime is getting its house in order, and plugging its deficit,  said Louis Gargour, founder and senior portfolio manager at London-based hedge fund LNG Capital. Riyadh has been cutting spending while raising taxes and fees to curb a state budget deficit caused by low oil prices. The deficit, which hit $98 billion in 2015, is shrinking but at a high cost to the economy - data in late September showed Saudi Arabia in recession during the second quarter. The Saudi government has in recent years been pressing wealthy individuals to invest more in the kingdom and bring home some of their wealth from overseas. The United States is closely watching the situation in Saudi Arabia, U.S. Treasury Secretary Steven Mnuchin said on Friday. Asked about agreements to hand over wealth for detainees  freedom, Mnuchin told CNBC:  I think that the Crown Prince (Mohammed bin Salman) is doing a great job at transforming the country.  Gargour said:  From a civil liberties point of view obviously incarcerating people doesn t give us comfort, and that s why we ve seen spreads on Saudi bonds go 50 basis points or so wider.  Funds started selling Middle East bonds early this month after Saudi Arabia detained dozens of senior officials and businessmen in an unprecedented crackdown on graft. Credit spreads and the cost of insuring debt against default have increased not only for Saudi Arabia and Lebanon, but across the six-nation Gulf Cooperation Council, which includes Qatar, Kuwait and Abu Dhabi.  From a trading point of view you want to identify the private companies most impacted and short or sell them, and conversely public sector companies will benefit,  said Gargour. The market value of the portfolio of Saudi equities held by the Public Investment Fund, the kingdom s sovereign wealth fund, has gained, even as the arrest or questioning of more than 200 people in the inquiry caused stocks in many privately controlled firms to slump. Reuters could not immediately verify a Financial Times report that in some cases the government is seeking to appropriate as much as 70 percent of suspects  wealth to channel hundreds of billions of dollars into depleted state coffers. The Saudi authorities have help from international auditors, investigators and people with experience in tracing assets. Bank representatives are on hand to execute the decisions immediately, one of the sources said. Saudi authorities have said they have questioned 208 people in an anti-corruption investigation and estimate at least $100 billion has been stolen through graft, an official said last week as the inquiry expanded beyond the kingdom s borders into the United Arab Emirates. Those detained include other high-profile businessmen such as Mohammad al-Amoudi, whose wealth is estimated by Forbes at $10.4 billion, with construction, agriculture and energy companies in Sweden, Saudi Arabia and Ethiopia; and finance and healthcare magnate Saleh Kamel, whose fortune is seen at $2.3 billion. Crown Prince Mohammed bin Salman is trying to use the anti-corruption purge as a way of boosting his popularity with the Saudi population, said Jason Tuvey, Middle East economist at Capital Economics.  But he may have realized that by doing this he s gone a step too far and ruffled too many feathers, and he is maybe trying to find a way out that means these people don t end up in prison forever and can carry on their business operations as before.";1
136;Refugee crisis influx no boon for German integration: study;BERLIN (Reuters) - The wave of refugees that entered Germany in 2015-2016 has slowed its integration efforts, according to a study that also showed little progress since 2005 in leveling the playing field for immigrants on education, employment and incomes. At the height of Europe s migration crisis, Chancellor Angela Merkel adopted an open-borders policy that drew more than one million refugees into Germany in two years. In the prior decade, education opportunities picked up for newly arrived immigrants and people born in Germany with at least one foreign parent. But the Federal Statistics Office study released on Thursday found the education gap between those categories of migrants and native Germans had since widened again, with the proportion of the former lacking a high school certificate growing between 2014 and 2016. The scale of future immigration has become a major sticking point in three-party talks that Merkel is leading on the formation of a new coalition government, for which she has set an initial deadline of Thursday night. While Germany s unemployment rate has fallen to its lowest since the country s reunification in 1990, more immigrants were unemployed in 2016 than native Germans, the study said. In that year, 13.6 percent of immigrants and 6.2 percent of native Germans had low-paying jobs. Merkel s conservatives have proposed to the coalition talks that a suspension of reunifications between migrants and their family members outside Germany should be extended beyond a March 2018 deadline. Immigration expert Herbert Bruecker, a professor at the Berlin Integration and Migration Institute, said that would worsen the divide.   Our surveys show that people, who are living separated from their families, have a lower life satisfaction and also suffer more often from depression or bitterness,  he said.;1
137;Syrian government delegation postpones departure to Geneva talks: report;BEIRUT (Reuters) - The Syrian government delegation has postponed its departure to U.N.-backed peace talks that are due to resume on Tuesday in Geneva, the pro-Syrian government newspaper al-Watan reported. The office of U.N. Syria envoy Staffan de Mistura said it would not comment on the travel plans of the Syrian government. The al-Watan report cited diplomatic sources in Geneva saying the Syrian government was annoyed by a statement that emerged last week from a Syrian opposition meeting in Riyadh. Syrian opposition groups stuck by a long-standing demand that President Bashar al-Assad be gone from power before a political transition. Damascus viewed the statement as a  return to square one , al-Watan reported. ;1
138;Syrian opposition rejects Russia-sponsored peace initiative;BEIRUT/AMMAN/ANKARA (Reuters) - Syria s opposition rejected a Russian-sponsored initiative to reach a political settlement to the civil war, as Turkey protested against moves to involve Kurdish groups, in an early setback to Moscow s peacemaking bid. Having intervened decisively in the Syrian war in 2015 in support of President Bashar al-Assad, Russia now hopes to build on the collapse of Islamic State to launch a political process to end the six-year-old conflict. Syria s government has said it is ready to attend the Nov. 18 Sochi congress which is set to focus on a new constitution, saying the time is right thanks to Syrian army gains and the  terrorists  obliteration .  But officials in the anti-Assad opposition rejected the meeting on Wednesday and insisted any talks be held under U.N. sponsorship in Geneva, the scene of a string of failed peace efforts.  The congress amounted to a meeting  between the regime and the regime , said Mohammad Alloush, a member of the opposition High Negotiations Committee and a senior official with the Jaish al-Islam rebel group.     The HNC was surprised it had been mentioned in a list of invited groups and would  issue a statement with other parties setting out the general position rejecting this conference,  Alloush told Reuters. The Turkey-based Syrian National Coalition (SNC) political opposition group said the congress was an attempt to circumvent  the international desire for political transition  in Syria. Russian air power played a big part in the defeat of rebels in opposition-held eastern Aleppo and other areas last year.   What kind of Syrian-Syrian dialogue will it be under the sponsorship of the (Russian) criminal?  said Eyad Shamsi, another HNC member and the head of a rebel faction. A Russian negotiator said on Tuesday that Syrian groups who choose to boycott the congress risked being sidelined as the political process moves ahead. Russia has invited 33 Syrian groups and political parties to what it calls a  Syrian Congress on National Dialogue . Russian President Vladimir Putin first mentioned the idea of the congress last month, saying he believed Moscow and the Syrian government would soon finally defeat militants in Syria. Helped by Russia s air force and an array of Iran-backed Shi ite militias, Assad has defeated many of the Syrian rebels who were fighting to topple him, leaving them confined to enclaves in the west. Damascus and its allies have also recovered swathes of central and eastern Syria from Islamic State in recent months, while a separate campaign by U.S.-backed Syrian Democratic Forces (SDF) has driven IS from other parts of the country. The separate campaigns are now converging on Islamic State s last strongholds in Deir al-Zor province at the Iraqi border. Russia s decision to invite Kurdish groups which dominate the SDF to Sochi triggered objections from Turkey on Wednesday. Ankara, which views the dominant Syrian Kurdish groups as a national security threat, said it was unacceptable that the Kurdish YPG militia had been invited. Turkish presidential spokesman Ibrahim Kalin said Turkish and Russian officials had discussed the issue and that he had held meetings of his own to  solve the problem on the spot . Turkey views the YPG and its political affiliate, the PYD, as an extension of the Kurdistan Workers  Party (PKK), which has been waging a three-decade insurgency in Turkey. The head of the PYD indicated on Wednesday his group favored attending the congress. Shahoz Hasan, in written comments to Reuters, said the PYD would advocate for its decentralized model for Syria. Although he did not firmly commit to attending, he said a majority among the PYD and its allies now favored going:  We are discussing it and the majority view is to attend .;1
139; CREEPY: You’ll Never Believe The Deranged Thing This Trump Fan Does With His Cardboard Donald Daily (VIDEO);"You know how many Trump fans seem to have a sick obsession with their orange-tinged fuhrer? We may have possibly found the one who is basically the ultimate Donald Trump fanboy, in a 1940 s Germany sort of way.Meet Gene Huber. Trump pulled Huber up on stage at his first campaign rally in Melbourne, Florida   which, once again, happened about a month into his presidency   to address the crowd.Huber is already being compared to George W. Bush s living prop Joe The Plumber, who went on to run a functional white supremacist blog after his 15 minutes of fame faded.But who is Huber? His social media reveals that he is a typical Trump supporter in many ways (and in one hopefully not-so-typical way)   right down to Trump nibbling on his ear lobe wait, what?One creepy tweet from Huber claims that Trump kissed his  ear lob [sic]  in 1970:@WDFx2EU7 @P0TUSTrump Let's see, liar, Thief, racist, corrupt, making fun of Americans! In 1970 Trump kissed my ear lob! #MAGA #TrumpTrain  Gene Huber (@Squeakey6) October 16, 2016He also wants to  lock her up @pgpfoundation Yes, Mrs. Clinton I would love to know yr plan, if I may Mrs.Clinton, my plan I see, you sitting in jail!#MAGA3X #MAGA3X #US  Gene Huber (@Squeakey6) October 22, 2016@wpjenna Another brainwashed liberal! So sad, she has 2 investigations on her! I tell you what is true,Crooked Hillary going to jail! #MAGA  Gene Huber (@Squeakey6) November 3, 2016@JenniferJJacobs who gives a shit, still hearing this crap! Crooked Hillary is a Criminal, Trump is not! Lock her Up! #TrumpTrain #Trump  Gene Huber (@Squeakey6) October 22, 2016This is how I feel,Crooked Hillary belongs in jail, We the People will do this. Keep the message strong, it's working! #MAGA #MAGA3X #Trump pic.twitter.com/mmh9W2mcCn  Gene Huber (@Squeakey6) October 22, 2016 so she can make his license plate in prison:@ronbucme Thanks Crooked Ronnie, great info.That bitch is gonna make my license plate, and eat 3 meals a day sucker! @MyTake1234 #Trump2016  Gene Huber (@Squeakey6) October 22, 2016He thinks Barack Obama is a Muslim:@modestypictures @thebestcloser What's Questionable, are you living on Fantasy island. He has done more then your Muslim president! #MAGA  Gene Huber (@Squeakey6) January 18, 2017@CNN @megynkelly he is a Muslim been hearing this crap for a year and a half and Megan I'm sure we will hear it tonite Disgrace #TrumpTrain  Gene Huber (@Squeakey6) October 14, 2016According to Facebook, he has visited Trump s properties (and the White House) a lot recently:It is unclear if he met with Trump during any of these visits, but he does say that Fearless Leader called him on Valentine s Day:But what truly makes him special is this totally not creepy thing he does with a cardboard cutout of The Donald. In an interview with CNN shortly after Trump christened him a  star,  Huber explained:He also talks to it regularly and prays either for it or to it, depending on how one interprets this:He wasn t lying, either. He has a cutout of Trump:The Best Vistor I could ever have!President Trump came to Florida to see me! Wow, never will forget [email protected] @thebestcloser pic.twitter.com/galTF85biz  Gene Huber (@Squeakey6) January 9, 2017Let s face it   when you confess to talking to your cardboard Donald Trump and saluting it every day, you re kinda asking for the sort of response you get on social media:@Squeakey6 @thebestcloser Talking to a cardboard cut out everyday? You are nuts.  Hopelessly Chaotic (@chaos_4ever) February 19, 2017@Squeakey6 @thebestcloser .. I'm speechless. Seriously. #Independent  J. Canfield (@CreativeBoulder) February 19, 2017I bet if someone shined a blacklight on that cardboard Trump it would light up like the 4th of July with #GeneHuber ""samples""    (@Cvinciguerra1) February 19, 2017I wish the cardboard cutout of #donaldtrump that #GeneHuber salutes every morning was president instead. I'd feel much safer #TrumpRally pic.twitter.com/vsl0USJd4o  dj (@dljones66) February 19, 2017@Squeakey6 Gene Huber's cardboard Dictator salutes back after he does ""this & that."" #TrumpRally #Melbourne #DemocracyOverFascism#NoToWWIII pic.twitter.com/ptCdrjXOHq  #TheResistance  ? (@ISayNoToFascism) February 19, 2017@sidnknj @Gallaecian Here is his cardboard trump pic.twitter.com/H4DHIb6LPg  NORTH (@Mikeyabcdefg) February 19, 2017Find you a man that loves you as much as Gene Huber loves his 6 foot tall cardboard cutout of Donald Trump except not fuckin creepy as hell.  Emma Sch tzkowski (@emmaschuetz) February 19, 2017Gene Huber's cardboard cutout of Donald Trump is more diplomatic, presidental, and legitimate of a leader than Donald Trump is.  Matthew Cooper (@ILoveMorrigan) February 19, 2017I shudder to think what other things #GeneHuber does to his cardboard Trump  ROH (@RealOldHouswife) February 19, 2017Gene Huber salutes a 6 ft. cardboard Donald Trump in his living room every day. Mmkay. #TrumpRally  Micha (@mighty_mite14) February 19, 2017Watch Huber make the creepiest admission ever below: As an added bonus, here s him doing whatever this is:(function(d, s, id) {  var js, fjs = d.getElementsByTagName(s)[0];  if (d.getElementById(id)) return;  js = d.createElement(s); js.id = id;  js.src = ""//connect.facebook.net/en_US/sdk.js#xfbml=1&version=v2.3"";  fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));I Swear Back in the Eighties, I was Called Vince Neil walking down the Halls in School!!!!Posted by Gene Huber on Thursday, February 16, 2017Featured image via Twitter";0
140;Trump signals support for Alexander-Murray healthcare plan in Senate;WASHINGTON (Reuters) - U.S. President Donald Trump on Tuesday signaled support for a bipartisan healthcare deal in the U.S. Senate, saying it was a short-term fix to get through a “very dangerous little period” but not the ultimate answer to U.S. healthcare needs. “The solution will be for about a year or two years,” Trump told reporters at a joint news conference with Greek Prime Minister Alexis Tsipras. “It is a short-term solution so that we don’t have this very dangerous little period.” ;1
141;BARACK OBAMA GOES THERE…Compares President Trump To Hitler In Front Of Chicago Audience;Crains Chicago Business   American democracy is fragile, and unless care is taken it could follow the path of Nazi Germany in the 1930s.Mixed in with many softer comments, that was the somewhat jaw-dropping bottom line of Barack Obama last night as, in a Q&A session before the Economic Club of Chicago, the Chicagoan who used to be president dropped a bit of red meat to a hometown crowd that likely is a lot closer to him than the man whose name never was mentioned: President Donald Trump.Obama s comments came after a series of playful questions from moderator and Ariel Investments President Mellody Hobson in the great Batman vs. Superman debate, for instance, we learned Obama sides with Batman before she eventually asked him what he s learned as a world citizen of sorts.One thing he s learned is that  things don t happen internationally if we don t put our shoulder to the wheel,  Obama said, speaking of the U.S.  No other country has the experience and bandwith and ideals. . . .If the U.S. doesn t do it, it s not going to happen. Obama gave one specific example, but it was a solid one: Ebola. To fight the virus the U.S. did everything from build an airport tarmac in Africa to send in medical teams and ferry medicos from other countries.  We probably saved a million lives by doing that,  he said.At least indirectly, those comments could be seen as criticism of Trump, whose foreign policy focuses on an  America first  paradigm that critics say distracts from this country s unique role.Obama moved from that to talking about a nativist mistrust and unease that has swept around the world. He argued that such things as the speed of technical change and the uneven impact of globalization have come too quickly to be absorbed in many cultures, bringing strange new things and people to areas in which  people didn t (used to) challenge your assumptions.  As a result,  nothing feels solid,  he said.  Sadly, there s something in us that looks for simple answers when we re agitated. Still, the U.S. has survived tough times before and will again, he noted, particularly mentioning the days of communist fighter Joseph McCarthy and former President Richard Nixon. But one reason the country survived is because it had a free press to ask questions, Obama added. Though he has problems with the media just like Trump has had,  what I understood was the principle that the free press was vital. The danger is  grow(ing) complacent,  Obama said.  We have to tend to this garden of democracy or else things could fall apart quickly. That s what happened in Germany in the 1930s which, despite the democracy of the Weimar Republic and centuries of high-level cultural and scientific achievements, Adolph Hitler rose to dominate, Obama noted.  Sixty million people died. . . .So, you ve got to pay attention. And vote.;0
142;ONLY 25% OF DOWN SYNDROME BABIES ARE ALLOWED TO BE BORN…This ‘Flying Baby’ Might Make Some People Re-think That Decision;Alan noticed his son liked to lay on his belly and pretend he was flying.One day he edited an image to make it appear as though Wil was floating in mid-air. Our family and friends loved this idea and it soon became a weekly thing on my Instagram to see where Wil had been flying that week. These photos soon took on a whole new meaning for us as we began to consider some of the unique challenges he will face as he grows up,  Alan said.Alan Lawrence s son can fly, and he s not even 2 years old!This is Wil. The youngest of five children, Wil s family had no idea he would be born with Down syndrome.When baby William was born, his family didn t expect him to have Down syndrome. Although they were unsure of what that meant and what the future held for them, his parents didn t have a second thought about loving him the same way they loved their four other children.In case you haven t noticed, Wil can fly.While those with Down syndrome have unique circumstances, they prove every day that those circumstances should not be confused with limitations. Wil has always wanted to fly ever since he learned to roll on his stomach. When on his stomach he likes to throw his arms behind his back and wiggle his feet and my family and I have always joked that he will one day take off. This is Wil flying with his dad, Alan. When Wil was first born, Alan admits that for a moment he could only focus on what Wil wouldn t be able to do. We don t have to give up all the things we love to do as a family because Wil has Down syndrome. He helps us slow down and find the joy in life.  Well said! Our family with Wil is happy. We want to show the world that you can have a happy life with a child with Down syndrome. The photos went viral, and now Wil s family is hoping to release a calendar of the pictures to help spread awareness about Down syndrome. Via: Littlethings.comYou can help by visiting their Kickstarter here!By now, most pro-lifers have heard the cruel and elitist comments made by Richard Dawkins about aborting Down syndrome babies. Dawkins claims that the  ethical  choice is to abort all babies with Down syndrome, even though these children often lead happy lives and enrich their families and society.An NBC article by Kimbery Hayes Taylor describes the results of 3 studies conducted by Boston Children s Hospital. In the first study, out of 2,044 parents or guardians surveyed, 79% reported their outlook on life was  more positive  because of their child with Down syndrome.A second study found that among siblings of children with Down syndrome, 97% expressed feelings of pride for their brother or sister and 88% were convinced that they were better people because of their sibling. This study polled siblings over the age of 12.A third study focused on the feelings and attitudes of people with Down syndrome themselves. Among adults with Down, 99% said they were happy with their lives and 97% said they liked who they were. 96% said they liked the way they looked. You would probably not find such high numbers among the general public. According to the study, Down syndrome children grow up to be happy adults.And yet the abortion rate for Down syndrome babies is tragically high. Some studies put the number at 90%. Our culture puts so much value on independence and individual achievement that human beings who do not  measure up  to certain standards can be rejected and aborted. Children become commodities that can be tested and found wanting and then destroyed. Only if they pass a criteria established by their parents are they judged acceptable and allowed to be born.Rayna Rapp, a former abortion clinic worker who aborted a baby with Down syndrome herself, conducted a survey of women and couples who sought amniocentesis to screen for Down syndrome and other problems with their babies. All of the interviewees intended to abort if the baby was found to have Down syndrome. Some of the things that these parents say about Down syndrome children are deeply troubling to anyone who values life. Here are some comments from men and women who said they would abort if the test came back positive for Down.I would have a very hard time dealing with a retarded child. Retardation is relative, it could be so negligible that the child is normal, or so severe that the child has nothing  All of the sharing things you want to do, the things you want to share with a child   that, to me, is the essence of being a father. There would be a big void that I would feel. I would feel grief, not having what I consider a normal family.(133)I have an image of how I want to interact with my child, and that s not the kind of interaction I want, not the kind I could maintain. (133)I m sorry to say I couldn t think about raising a child with Down s. I m something of a perfectionist. I want the best for my child. I ve worked hard, I went to Cornell University, I d want that for my child. I d want to teach him things he couldn t absorb. I m sorry I can t be more accepting, but I m clear I wouldn t want to continue the pregnancy.( 133   134)The bottom line is when my neighbor said to me:  Having a  tard,  that s a bummer for life.  (91)I just couldn t do it, couldn t be that kind of mother who accepts everything, loves her kid no matter what. What about me? Maybe it s selfish, I don t know. But I just didn t want all those problems in my life. (138)If he can t grow up to have a shot at becoming the president, we don t want him.(92)It s devastating, it s a waste, all the love that goes into kids like that. (134)I think it s kind of like triage, or like euthanasia. There aren t enough resources in the world. We d have to move, to focus our whole family on getting a handicapped kid a better deal  Why spend $50,000 to save one child?(146)All of these mothers and fathers (for they are already mothers and fathers to their babies growing in the womb) had chosen to have abortions if the baby had Down. The book did not specify which pregnancies actually tested positive and how many went on to abort. But all of the quotes above were made by men and women who fully intended to kill their babies if they turned out to be mentally challenged.Many of these people were affluent, successful men and women. They had an idea of what they wanted their child to be like, and if it turns out their baby does not measure up to their expectations, they want to reject that child and try again. It s a consumer culture that views babies as commodities that can be accepted or rejected based on the parents expectations.You have to wonder how these parents would react if their  normal  child turned out to have a learning disability or just is less of an overachiever- not as perfect as they want him to be. The sanctity of human life has been defeated by a consumer culture where women have amniocentesis in order to decide whether or not a baby is acceptable to be born, as if they were purchasing a pair of shoes and looking for the most comfortable and attractive ones.Two of the people interviewed also expressed reluctance to make the sacrifices required to care for a Down syndrome child. Not wanting  problems in my life  becomes a tragic statement when you realize that all children cause  problems  at one time or another. Putting a monetary cost on a child s life and deciding that the child s life isn t worth that arbitrary amount is even worse. I wonder how much money the mother who so cavalierly said  Why spend $50,000 to save one child  thinks her own life is worth?I wonder if the respondents knew that there is a waiting list of parents hoping to adopt children with Down syndrome. Sadly, I doubt this knowledge would make a difference to those who rejected their children.Via: Live Action News;0
